CODE	FR_LABEL	TYPE
HP:0003051	métaphyses élargies	pt
HP:0003052	Genu varum	pt
HP:0003052	genou arqué	uf
HP:0003053	déformations épiphysaires des os tubulaires	pt
HP:0003054	Membres incurvés et petits	pt
HP:0003057	Tétraamélie	pt
HP:0003057	Tétraamélie	uf
HP:0003059	anomalie des articulations radioulnaires	pt
HP:0003059	anomalie des articulations radio-ulnaires	uf
HP:0003060	"os longs graciles, fins"	pt
HP:0003063	Anomalie de l'humérus	pt
HP:0003063	anomalie humérale	uf
HP:0003065	Hypoplasie de la patella	pt
HP:0003065	Hypoplasie de la rotule	uf
HP:0003066	Extension limitée du genou	pt
HP:0003067	Déformation de Madelung	pt
HP:0003067	carpus curvus	uf
HP:0003067	difformité de madelung	uf
HP:0003070	Ankylose du coude	pt
HP:0003071	Epiphyses aplaties	pt
HP:0003072	Hypercalcémie	pt
HP:0003073	hypoalbuminémie	pt
HP:0003074	hyperglycémie	pt
HP:0003075	hypoprotéinémie	pt
HP:0003075	hypoprotidémie/hypoprotéinémie	uf
HP:0003075	Hypoprotidémie	uf
HP:0003076	glycosurie	pt
HP:0003077	hyperlipidémie	pt
HP:0003079	réparation défectueuse de l'ADN après irradiation par ultraviolet	pt
HP:0003080	hydroxyprolinurie	pt
HP:0003081	potassium urinaire augmenté	pt
HP:0003083	luxation de la tête radiale	pt
HP:0003084	fracture des os longs	pt
HP:0003085	fibula anormalement long	pt
HP:0003086	Acromésomélie	pt
HP:0003088	Arthrose prématurée	pt
HP:0003090	hypoplasie de l'épiphyse fémorale proximale	pt
HP:0003093	Extension limitée du coude et de la hanche	pt
HP:0003095	Arthrite septique	pt
HP:0003095	arthrite bactérienne	uf
HP:0003097	fémur court	pt
HP:0003097	fémurs courts	uf
HP:0003098	anomalies mineures des mains	pt
HP:0003099	croissance excessive de la fibula	pt
HP:0003100	os longs fins	pt
HP:0003101	limitation de la mobilité articulaire légère à modérée	pt
HP:0003102	augmentation de l'angle portant	pt
HP:0003103	Anomalie de l'os cortical	pt
HP:0003105	protéburances à l'extrémité des os longs	pt
HP:0003106	érosions sous-périostée dûe à une hyperparathyroïdie secondaire	pt
HP:0003107	Anomalie du métabolisme du cholestérol	pt
HP:0003108	hyperglycinurie	pt
HP:0003109	hyperphosphaturie	pt
HP:0003109	phosphaturie	uf
HP:0003110	anomalie de l'homéostasie urinaire	pt
HP:0003110	anomalie de l'homéostasie de l'urine	uf
HP:0003111	Anomalie du métabolisme/homéostasie des ions	pt
HP:0003111	désordres électrolytiques	uf
HP:0003112	anomalie du taux d'acides aminés du sérum	pt
HP:0003112	anomalie du taux d'amino-acide du sérum	uf
HP:0003112	anomalie du taux d'amino-acide sérique	uf
HP:0003112	anomalie du taux d'acides aminés sérique	uf
HP:0003113	hypochlorémie	pt
HP:0003114	signes cardiaux anormaux	pt
HP:0003115	ECG anormal	pt
HP:0003115	électrocardiogramme anormal	uf
HP:0003116	échocardiogramme anormal	pt
HP:0003117	anomalie du taux d'hormones circulants	pt
HP:0003118	augmentation du cortisol sérique	pt
HP:0003119	anomalie du métabolisme lipidique	pt
HP:0003119	anomalie du métabolisme des lipides	uf
HP:0003121	contractures des membres	pt
HP:0003124	hypercholestérolémie	pt
HP:0003124	elevation de la cholesterolemie	uf
HP:0003125	Déficit en facteur VIII	pt
HP:0003125	Hémophilie A	uf
HP:0003126	protéinurie de bas poids moléculaire	pt
HP:0003127	Hypocalciurie	pt
HP:0003128	Acidose lactique	pt
HP:0003129	résultats de laboratoire neurologiques anormaux	pt
HP:0003130	myélinisation périphérique anormale	pt
HP:0003131	cystinurie	pt
HP:0003134	Conduction anormale des nerfs sensitifs et moteurs	pt
HP:0003136	hémoglobine diminuée	pt
HP:0003136	diminution du taux d'hemoglobine	uf
HP:0003137	prolinurie	pt
HP:0003138	augmentation de l'azote uréique sanguin	pt
HP:0003138	urée sanguine augmentée	uf
HP:0003138	elevation azote ureique du sang	uf
HP:0003139	panhypogammaglobulinémie	pt
HP:0003141	hyperbêtalipoprotéinémie	pt
HP:0003142	production de purine excessive	pt
HP:0003143	transaminases hépatiques normales à légèrement augmentées	pt
HP:0003144	augmentation de la sérotonine sérique	pt
HP:0003145	adénosylcobalamine diminuée	pt
HP:0003145	ADOCBL diminuée	uf
HP:0003146	hypocholestérolémie	pt
HP:0003148	dosage sérique des phosphatases acides élevé	pt
HP:0003149	hyperuricosurie	pt
HP:0003150	acidurie glutarique	pt
HP:0003152	"1,25 dihydroxyvitamine D3 sérique aumentée"	pt
HP:0003153	cystathioninurie	pt
HP:0003154	taux d'ACTH circulant augmenté	pt
HP:0003155	Elévation du taux de phosphatase alcaline	pt
HP:0003155	PA élevée	uf
HP:0003156	Tests hépatiques augmentés	pt
HP:0003157	Neuropathie axonale progressive avec démyélinisation sur l'électroneurographie	pt
HP:0003158	hyposthénurie	pt
HP:0003159	hyperoxalurie	pt
HP:0003161	Acidurie 4-hydroxyphénylpyruvique	pt
HP:0003162	hypoglycémie du jeûne	pt
HP:0003163	Acide delta-aminolévulinique urinaire élevé	pt
HP:0003164	déficit en GnRH	pt
HP:0003165	Augmentation de la PTH (hormone parathyroïdienne) sérique	pt
HP:0003166	"augmentation de l'excrétion urinaire des sulfites, des thiosulfates, de la S-sulfocystéine, de la taurine, de l'hypoxanthine et de xanthine"	pt
HP:0003167	carnosinurie	pt
HP:0003168	aminoacidurie dibasique	pt
HP:0003170	anomalie de l'acétabulum	pt
HP:0003171	Toit acétabulaire horizontal	pt
HP:0003172	anomalie des os pubiens	pt
HP:0003173	Os du pubis hypoplasiques	pt
HP:0003173	Hypoplasie des os du pubis	uf
HP:0003174	Anomalie des os ischiatiques	pt
HP:0003175	os ischiatiques hypoplasiques	pt
HP:0003177	os iliaques carrés	pt
HP:0003178	os iliaques petits et courts	pt
HP:0003179	Protrusion acétabulaire	pt
HP:0003180	Toits acétabulaires plats	pt
HP:0003180	Toits acétabulaires aplatis	uf
HP:0003181	Ailes iliaques petites et évasées	pt
HP:0003182	fosse de l'acétabulum peu profonde	pt
HP:0003183	large symphise pubienne	pt
HP:0003184	Abduction de la hanche diminuée	pt
HP:0003185	petites incisures sacro-iliaques	pt
HP:0003186	Mamelons inversés	pt
HP:0003187	Hypoplasie mammaire	pt
HP:0003189	nez anormalement long	pt
HP:0003191	Ailes du nez échancrées	pt
HP:0003192	Nez court/nez petit	pt
HP:0003193	Rhinite allergique	pt
HP:0003194	arête nasale courte	pt
HP:0003195	"nez retroussé, petit"	pt
HP:0003196	hypoplasie nasale	pt
HP:0003198	Myopathie	pt
HP:0003198	myopathies	uf
HP:0003198	maladies musculaires	uf
HP:0003199	Diminution de la masse musculaire	pt
HP:0003201	rhabdomyolyse	pt
HP:0003202	Amyotrophie	pt
HP:0003202	atrophie musculaire	uf
HP:0003202	myatrophie	uf
HP:0003206	diminution de l'activité de la NADPH oxydase	pt
HP:0003206	diminution de l'activité de la NADPH oxidase	uf
HP:0003207	Calcification artérielle	pt
HP:0003209	Activité de la pyruvate carboxylase diminuée	pt
HP:0003209	diminution de l'activité de la pyruvate carboxylase	uf
HP:0003210	Activité de la méthylmalonyl-coA mutase diminuée	pt
HP:0003212	taux d'IgE augmenté	pt
HP:0003214	phase G2 prolongée du cycle cellulaire	pt
HP:0003215	acidurie dicarboxylique	pt
HP:0003216	Dépôt d'amyloïde généralisé	pt
HP:0003217	hyperglutaminémie	pt
HP:0003218	orotacidurie	pt
HP:0003218	oroticurie	uf
HP:0003218	Acidurie orotique	uf
HP:0003218	Acidurie orotique héréditaire	uf
HP:0003219	acidurie éthylmalonique	pt
HP:0003220	anomalie de la stabilité chromosomique	pt
HP:0003220	anomalie de la stabilité des chromosomes	uf
HP:0003220	Cassures chromosomiques	uf
HP:0003221	cassure chromosomique induite par des agents réticulants	pt
HP:0003222	T4 basse	pt
HP:0003223	Homocystinurie sans acidurie méthylmalonique	pt
HP:0003224	Sensibilité cellulaire accrue à lumière ultraviolette	pt
HP:0003224	Sensibilité cellulaire accrue à lumière UV	uf
HP:0003225	déficit en facteur V	pt
HP:0003225	carence en facteur V	uf
HP:0003228	Hypernatrémie	pt
HP:0003231	hypertyrosinémie	pt
HP:0003231	tyrosinémie	uf
HP:0003232	malate déshydrogénase mitochondriale réduite	pt
HP:0003233	lipoprotéines de haute densité (hdl) diminuées	pt
HP:0003234	carnitine plasmatique diminuée	pt
HP:0003234	carnitinémie  diminuée	uf
HP:0003235	hyperméthioninémie	pt
HP:0003236	Augmentation de la créatine phosphokinase sérique	pt
HP:0003236	Elévation de la CPK sérique	uf
HP:0003236	Augmentation de la CPK	uf
HP:0003236	augmentation de la créatine phosphokinase	uf
HP:0003236	augmentation de la creatine-kinase	uf
HP:0003237	taux d'IgG augmenté	pt
HP:0003238	hyperpepsinogénémie I	pt
HP:0003239	phosphoéthanolaminurie	pt
HP:0003240	augmentation de la phosphoribosylpyrophosphate synthétase	pt
HP:0003241	hypoplasie génitale	pt
HP:0003244	hypospadias pénien	pt
HP:0003246	raphé du scrotum proéminent	pt
HP:0003246	Raphé du périnée proéminent	uf
HP:0003247	croissance excessive des organes génitaux externes	pt
HP:0003248	tissu gonadique inapproprié au système génital externe ou le sexe chromosomique	pt
HP:0003249	ulcère génital	pt
HP:0003250	Aplasie du vagin	pt
HP:0003250	Agénésie vaginale isolée partielle	uf
HP:0003250	absence congénitale du vagin	uf
HP:0003250	absence congénitale de vagin	uf
HP:0003251	"N46 - stérilité, chez l'homme"	pt
HP:0003251	"stérilité, chez l'homme"	uf
HP:0003254	anomalie de la réparation de l'ADN	pt
HP:0003256	anomalie de la cascade de la coagulation	pt
HP:0003256	coagulopathie	uf
HP:0003258	déficit en glyoxalase	pt
HP:0003259	Créatinine augmentée	pt
HP:0003259	hypercréatininémie	uf
HP:0003260	hydroxyprolinémie	pt
HP:0003261	taux d'IgA augmenté	pt
HP:0003262	anticorps anti-muscle lisse positifs	pt
HP:0003264	déficit en N-acétylglucosamine-1-phosphotransférase	pt
HP:0003265	hyperbilirubinémie néonatale	pt
HP:0003268	Argininurie	pt
HP:0003269	leucodystrophie sudanophile	pt
HP:0003270	Distension abdominale	pt
HP:0003271	viscéromégalie	pt
HP:0003272	Anomalie de la hanche	pt
HP:0003273	Contractures de la hanche	pt
HP:0003274	Acétabulum hypoplasique	pt
HP:0003275	Pelvis étroit	pt
HP:0003276	exostoses du pelvis	pt
HP:0003277	ailes iliaques compressées	pt
HP:0003278	pelvis carré	pt
HP:0003279	coxa magna	pt
HP:0003281	ferritinémie augmentée	pt
HP:0003281	hyperferritinémie	uf
HP:0003282	Phosphatase alcaline basse	pt
HP:0003282	PA basse	uf
HP:0003284	hypomagnésémie occasionnelle	pt
HP:0003286	cystathioninémie	pt
HP:0003287	anomalie du métabolisme mitochondrial	pt
HP:0003287	anomalie du métabolisme des mitochondries	uf
HP:0003288	anomalie de la propionyl CoA carboxylase mitochondriale	pt
HP:0003292	leptine sérique diminuée	pt
HP:0003293	elévation des enzymes hépatiques	pt
HP:0003293	enzyme hépatique anormale	uf
HP:0003294	taux d'IgG sévèrement réduit	pt
HP:0003295	sécrétion altérée de la FSH et la LH	pt
HP:0003296	hyperthréoninurie	pt
HP:0003296	hyper-thréoninurie	uf
HP:0003297	hyperlysinurie	pt
HP:0003297	lysinurie	uf
HP:0003297	hyper-lysinurie	uf
HP:0003298	Spina bifida occulta	pt
HP:0003298	spina bifida occulta	uf
HP:0003300	corps vertébraux ovoïdes	pt
HP:0003301	plateaux vertébraux irréguliers	pt
HP:0003302	Spondylolisthésis	pt
HP:0003304	spondylolyse	pt
HP:0003306	Rachis raide/rigidité de la colonne vertébrale	pt
HP:0003307	hyperlordose	pt
HP:0003308	subluxation cervicale	pt
HP:0003309	vertèbres thoracolombaires ovoïdes	pt
HP:0003310	anomalie du processus odontoïde	pt
HP:0003311	Hypoplasie odontoïde	pt
HP:0003312	Forme anormale des corps vertébraux	pt
HP:0003314	hypercyphose	pt
HP:0003314	hyper-cyphose	uf
HP:0003316	vertèbres en aile de papillon	pt
HP:0003318	hypermobilité du rachis cervical	pt
HP:0003319	anomalie de la colonne cervicale	pt
HP:0003319	malformation du rachis cervical	uf
HP:0003319	malformation de la colonne cervicale	uf
HP:0003319	anomalie du rachis cervical	uf
HP:0003320	subluxation C1-C2	pt
HP:0003321	Vertèbres biconcaves aplaties	pt
HP:0003322	l'électromyogramme (EMG) montrant des modifications myopathiques	pt
HP:0003323	faiblesse musculaire progressive	pt
HP:0003324	faiblesse musculaire généralisée	pt
HP:0003325	faiblesse musculaire  des ceintures	pt
HP:0003326	Myalgie	pt
HP:0003326	douleurs dans les muscles	uf
HP:0003326	douleur musculaire	uf
HP:0003327	Faiblesse des muscles axiaux	pt
HP:0003328	Examen de laboratoire des cheveux anormaux	pt
HP:0003330	structure de l'os anormale	pt
HP:0003332	tissu spongieux métaphysaire primaire absent	pt
HP:0003333	augmentation de la bêta-hexosaminidase	pt
HP:0003334	Catécholamines augmentées chez des patients ayant un phéochromocytome	pt
HP:0003335	gonadotrophines basses (hypogonadisme secondaire)	pt
HP:0003336	ossification enchodrale anormale	pt
HP:0003337	consommation de la prothrombine diminuée	pt
HP:0003338	nécrose focale des cellules musculaires du ventricule droit	pt
HP:0003339	anémie corrigée par l'acide uridylique et l'acide cytidilique	pt
HP:0003340	Résultats de laboratoire en dermatologie anormaux	pt
HP:0003343	Déficit en glutathion synthétase	pt
HP:0003344	Acidurie 3-méthylglutarique	pt
HP:0003345	norépinéphrine urinaire élevée	pt
HP:0003348	hyperalaninémie	pt
HP:0003349	taux d'estérification du cholestérol bas	pt
HP:0003351	taux de rénine circulant diminué	pt
HP:0003353	déficit en propionyl-CoA carboxylase	pt
HP:0003353	Acidémie propionique	uf
HP:0003354	hyperthréoninémie	pt
HP:0003355	Aminoacidurie	pt
HP:0003355	amino-acidurie	uf
HP:0003356	hypoglycémie variable	pt
HP:0003357	Hormone thymique diminuée	pt
HP:0003358	augmentation de la cystine intra-leucocytaire	pt
HP:0003359	diminution des sulfates et des urates urinaires	pt
HP:0003360	Perte axonale avec peu d'évidence de démyélinisation ou changements hypertrophiques sur biopsies d'un nerf	pt
HP:0003361	tryptophanurie	pt
HP:0003362	augmentation du cholestérol des lipoprotéines de très basse densité	pt
HP:0003363	Situs inversus viscerum	pt
HP:0003365	Arthralgie de la hanche	pt
HP:0003366	anomalie du col fémoral et de la région de la tête fémoral	pt
HP:0003367	anomalie du col fémoral	pt
HP:0003367	anomalie du col du fémur	uf
HP:0003368	anomalie de la tête fémorale	pt
HP:0003368	anomalie de la tête du fémur	uf
HP:0003370	épiphyse fémorale proximale plate	pt
HP:0003371	élargissement de l'épiphyse fémorale proximale	pt
HP:0003373	petit pelvis	pt
HP:0003376	Steppage	pt
HP:0003377	pied tombant	pt
HP:0003378	Dégénéresecence axonale/régénération sur biopsie d'un nerf	pt
HP:0003380	nombre diminué de fibres myélinisées	pt
HP:0003381	démyélinisation	pt
HP:0003382	modifications hypertrophiques d'un nerf	pt
HP:0003383	formations en bulbe d'oignon	pt
HP:0003384	Atrophie axonale sur biopsie d'un nerf	pt
HP:0003387	diminution du nombre de fibres myélinisées de gros calibre	pt
HP:0003388	fatigabilité facile	pt
HP:0003390	neuropathie axonale sensorielle	pt
HP:0003391	signe de Gowers	pt
HP:0003392	faiblesse du premier muscle interosseux dorsal	pt
HP:0003393	atrophie du muscle de l'éminence thénar	pt
HP:0003394	crampe musculaire	pt
HP:0003396	Syringomyélie	pt
HP:0003397	hypotonie généralisée dûe à une anomalie de la jonction neuromusculaire	pt
HP:0003398	anomalie de la jonction neuromusculaire	pt
HP:0003398	anomalie de la jonction neuro-musculaire	uf
HP:0003399	faiblesse des muscles proximaux dûe à une anomalie de la jonction neuromusculaire	pt
HP:0003400	"formation en ""bulbe d'oignon"" de la lamina propria"	pt
HP:0003401	Paresthésie	pt
HP:0003404	Absence isolée de sensation douloureuse	pt
HP:0003405	gonflement axonal diffus	pt
HP:0003406	compression d'un nerf périphérique	pt
HP:0003408	Gaine de myéline mince	pt
HP:0003409	déficit sensoriel distal de toutes les modalités	pt
HP:0003411	Métaphyses fémorales proximales irrégulières	pt
HP:0003413	anomalie atlantoaxoïdienne	pt
HP:0003413	anomalie atlanto-axiale	uf
HP:0003413	anomalie atlanto-axoïdienne	uf
HP:0003413	anomalie atloïdoaxiale	uf
HP:0003414	Luxation atlantoaxïdienne	pt
HP:0003414	luxation atloïdo-axoïdienne	uf
HP:0003414	subluxation atloïdo-axoïdienne	uf
HP:0003416	Rétrécissement du canal vertébral	pt
HP:0003418	Dorsalgie	pt
HP:0003418	douleur dans le dos	uf
HP:0003419	lombalgie	pt
HP:0003419	lombalgie basse	uf
HP:0003421	Platyspondylie dans l'enfance	pt
HP:0003422	anomalies de la segmentation vertébrale	pt
HP:0003423	cyphoscoliose thoraco-lombaire	pt
HP:0003426	atrophie du premier muscle interosseux dorsal	pt
HP:0003427	faiblesse du muscle de l'éminence thénar	pt
HP:0003428	faiblesse musculaire généralisée dûe à une anomalie de la jonction neuromusculaire	pt
HP:0003429	hypomyélinisation	pt
HP:0003431	Ralentissement de la vitesse de conduction nerveuse moteur	pt
HP:0003434	ataxie neuropathique sensorielle	pt
HP:0003435	crampes au niveau des mains induites le froid	pt
HP:0003437	Vitesse de conduction nerveuse normale ou légèrement ralentie	pt
HP:0003438	absence de réflexe au niveau de la cheville	pt
HP:0003440	sacrum horizontal	pt
HP:0003442	atrophie musculaire distale du membre inférieur due à une neuropathie périphérique	pt
HP:0003444	signes de dénervation chronique à l'EMG	pt
HP:0003445	modifications neuorapthiques à l'électromyogramme (EMG)	pt
HP:0003446	biopsie du nerf sural mettant en évidence une neuropathie axonale chronique	pt
HP:0003447	Perte axonale	pt
HP:0003448	Ralentissement de la vitesse de conduction nerveuse	pt
HP:0003449	crampes musculaires induites par le froid	pt
HP:0003450	Régénération axonale sur biopsie d'un nerf	pt
HP:0003451	Augmentation de la fréquence des condensations chromosomiques prématurées	pt
HP:0003452	augmentation du fer serique	pt
HP:0003453	Anticorps antineutrophile positif	pt
HP:0003453	positivité des anticorps antineutrophile	uf
HP:0003454	anticorps antiplaquettes positif	pt
HP:0003455	acides gras à longue chaîne élevés	pt
HP:0003456	réponse urinaire basse de l'AMP cyclique à une administration de PTH	pt
HP:0003457	electromyogramme anormal	pt
HP:0003458	EMG : anomalies myopathiques	pt
HP:0003459	élévation polyclonale d'IgM	pt
HP:0003460	déficit global en immunoglobine A	pt
HP:0003462	8-déhydrocholestérol élevé	pt
HP:0003463	lipopigments dans les cellules extraneuronales	pt
HP:0003464	Anomalie de l'homéostasie du cholestérol	pt
HP:0003465	zymostérol élevé	pt
HP:0003465	8(9)-cholestenol élevé	uf
HP:0003467	instabilité atlantoaxiale	pt
HP:0003468	Anomalie des vertèbres	pt
HP:0003469	dysmyélination	pt
HP:0003470	paralysie	pt
HP:0003471	atrophie et faiblesse du membre supérieur prédominantes	pt
HP:0003472	Tétanie hypocalcémique	pt
HP:0003474	déficit sensoriel	pt
HP:0003475	implication de muscles proximaux pouvant apparaître	pt
HP:0003476	déficit sensitif distal léger à modéré	pt
HP:0003477	Neuropathie axonale	pt
HP:0003482	EMG: anomalie axonale	pt
HP:0003484	faiblesse musculaire du membre supérieur	pt
HP:0003485	faiblesse musculaire distale du membre inférieur due à une neuropathie périphérique	pt
HP:0003487	Signe de Babinski	pt
HP:0003487	réflexe cutané plantaire en extension	uf
HP:0003487	reflex plantaire en extension	uf
HP:0003489	épisodes aigüs de symptômes neuropathiques	pt
HP:0003491	pyrophosphate urinaire élevée	pt
HP:0003492	gonadotrophines urinaires élevées (hypogonadisme primitif)	pt
HP:0003493	Anticorps antinucléaire positif	pt
HP:0003493	anticorps anti-nucléaire positif	uf
HP:0003493	élévation des anticorps antinucléaires	uf
HP:0003493	positivité des anticorps antinucléaires	uf
HP:0003494	perte d'hétérozygotie sur de multiples chromosomes	pt
HP:0003495	accumulation de ganglioside GM2	pt
HP:0003496	taux d'IgM augmenté	pt
HP:0003497	faiblesse musculaire distale des membres	pt
HP:0003498	Petite taille disproportionnée	pt
HP:0003499	Petite taille proportionnée	pt
HP:0003500	nanisme à tronc court	pt
HP:0003502	Taille légérement diminuée	pt
HP:0003502	Taille légérement petite	uf
HP:0003503	diminution de la taille corporelle légère à modérée	pt
HP:0003504	Nanisme proportionné	pt
HP:0003505	Nanisme à membres courts	pt
HP:0003506	nanisme létal  micromélique	pt
HP:0003508	Petite taille proportionnée	pt
HP:0003509	nanisme micromélique sévère	pt
HP:0003510	Petite taille sévère	pt
HP:0003512	Femme adulte de taille 130-157 cm	pt
HP:0003513	ratio réduit entre la clairance du calcium et la clairance de la créatinine	pt
HP:0003514	déficit ou absence de cytochrome b(-245)	pt
HP:0003515	augmentation de la croissance linéaire	pt
HP:0003516	taille normale ou grande	pt
HP:0003517	Taille à la naissance supérieure au 97ème percentile	pt
HP:0003518	Homme adulte de taille 142-169 cm	pt
HP:0003520	nanisme rhizomélique	pt
HP:0003521	Petite taille disproportionnée (tronc court)	pt
HP:0003522	Petite taille disproportionnée (tronc court) identifiable dans l'enfance	pt
HP:0003523	nanisme à membres courts identifiable dans la deuxième enfance	pt
HP:0003524	Déficit en N-5-méthylhomocystéine transférase	pt
HP:0003526	excrétion urinaire de cristaux d'acide orotique	pt
HP:0003527	hyperprostaglandinurie	pt
HP:0003527	hyper-prostaglandinurie	uf
HP:0003528	calcitonine élevée	pt
HP:0003529	réabsorption du calcium par les tubules rénaux augmentée indépendamment de la parathormone	pt
HP:0003530	Acide glutarique dans le sang	pt
HP:0003530	acidémie glutarique	uf
HP:0003532	ornithinurie	pt
HP:0003533	Oxydation retardée de l'acétaldéhyde	pt
HP:0003534	activité réduite de la xanthine déshydrogénase	pt
HP:0003535	Acidurie 3-méthylglutaconique	pt
HP:0003536	Activité de la fumarate hydratase diminuée	pt
HP:0003536	diminution de l'activité de la fumarate hydratase	uf
HP:0003537	hypo-uricémie	pt
HP:0003538	augmentation de l'activité de l'iduronate sulfatase	pt
HP:0003540	Agrégation plaquettaire anormale	pt
HP:0003541	excrétion de glycosaminoglycane urinaire	pt
HP:0003542	pyruvate sérique augmenté	pt
HP:0003543	cétonémie	pt
HP:0003546	intolérance à l'exercice	pt
HP:0003547	faiblesse musculaire de la ceinture scapulaire	pt
HP:0003549	Anomalie du tissu conjonctif	pt
HP:0003550	"lymphoedème, principalement dans les membres inférieurs"	pt
HP:0003551	difficulté à monter les escaliers	pt
HP:0003552	raideur musculaire	pt
HP:0003553	cellulite dûe à une immmunodéficience	pt
HP:0003554	atrophie des fibres musculaires type 2	pt
HP:0003554	Atrophie des fibres musculaires type II	uf
HP:0003557	variabilité augmentée du diamètre des fibres musculaires	pt
HP:0003558	rhabdomyolyse induite par une infection virale	pt
HP:0003559	Hyperirritabilité musculaire	pt
HP:0003560	Dystrophie musculaire	pt
HP:0003561	Taille à la naissance inférieure au 3ème percentile	pt
HP:0003563	Hypobêtalipoprotéinémie	pt
HP:0003565	Vitesse de sédimentation augmentée	pt
HP:0003565	accélération de la vitesse de sédimentation	uf
HP:0003565	Vitesse de sédimentation élevée	uf
HP:0003565	VS augmentée	uf
HP:0003565	VS élevée	uf
HP:0003566	Prostaglandine E2 sérique augmentée	pt
HP:0003567	Mucopolysaccharidurie	pt
HP:0003569	modifications myopathiques dans les biopsies musculaires	pt
HP:0003570	déficit en cofacteur du molybdène	pt
HP:0003571	Acidémie propionique	pt
HP:0003571	Acide propionique dans le sang	uf
HP:0003572	Citrulline plasmatique basse	pt
HP:0003572	Citrullinémie basse	uf
HP:0003573	augmentation de la bilirubine	pt
HP:0003575	augmentation du sodium intracellulaire	pt
HP:0003575	augmentation du sodium intra-cellulaire	uf
HP:0003577	d'apparition congénitale	pt
HP:0003581	Début à l'âge adulte	pt
HP:0003584	Début tardif	pt
HP:0003586	d'apparition à l'âge de trois ans	pt
HP:0003587	début insidieux	pt
HP:0003590	Survenue à l'adolescence	pt
HP:0003590	âge de début à l'adolescence	uf
HP:0003593	Apparition dans l'enfance	pt
HP:0003596	d'apparition à l'âge moyen	pt
HP:0003605	lymphoedème débutant à la puberté	pt
HP:0003606	Absence d'urothione dans les urines	pt
HP:0003607	Acidurie 4 hydroxyphénylacétique	pt
HP:0003608	sodium urinaire augmenté	pt
HP:0003610	métachromasie du fibroblaste	pt
HP:0003612	détection de chlorure ferrique positive	pt
HP:0003613	anticorps antiphospholipides positifs	pt
HP:0003613	Phospholipides anticorps	uf
HP:0003613	anticorps anti-phospholipides	uf
HP:0003614	Triméthylaminurie	pt
HP:0003616	séparation prématurée de l'hétérochromatine centromérique	pt
HP:0003617	d'apparition entre trois mois et cinq ans	pt
HP:0003618	d'apparition d'âge variable	pt
HP:0003621	Apparition dans l'enfance	pt
HP:0003623	d'apparition néonatale	pt
HP:0003632	myotonie plus prononcée dans les extrémités	pt
HP:0003634	agénésie musculaire congénitale	pt
HP:0003635	perte de tissu souscutané adipeux dans les membres	pt
HP:0003637	activité réduite de la 4-hydroxyphénylpyruvate dioxygénase	pt
HP:0003638	lactates sériques légèrement augmentés	pt
HP:0003639	Adrénaline urinaire augmentée	pt
HP:0003640	cellules spumeuses dans les organes viscéraux et le SNC	pt
HP:0003641	hémoglobinurie	pt
HP:0003643	déficit en sulfite oxydase	pt
HP:0003645	Temps de thromboplastine partiel prolongé	pt
HP:0003645	allongement temps de quick	uf
HP:0003645	prothrombine augmentée	uf
HP:0003645	temps de céphaline activée allongé	uf
HP:0003646	Bicarbonaturie	pt
HP:0003648	acidurie lactique	pt
HP:0003649	anomalie du métabolisme des glucosides	pt
HP:0003651	Cellules spumeuses	pt
HP:0003652	myoglobinurie récurrente	pt
HP:0003653	métachromasie des leucocytes et des fibroblastes	pt
HP:0003654	déficience de dihydropyrimidine déshydrogénase	pt
HP:0003654	Déficit en dihydropyrimidine déshydrogénase	uf
HP:0003658	hypométhioninémie	pt
HP:0003660	d'appararition in utéro	pt
HP:0003663	d'appararition à l'enfance ou chez l'adulte jeune	pt
HP:0003665	Amyotrophie de la musculature du pelvis	pt
HP:0003670	d'apparition classiquement dans l'enfance mais parfois à l'âge adulte	pt
HP:0003671	Amyotrophie impliquant les extrémités	pt
HP:0003674	début de	pt
HP:0003676	trouble progressif	pt
HP:0003676	trouble évolutif	uf
HP:0003677	Progression lente	pt
HP:0003678	rapidement progressive	pt
HP:0003679	rythme de la progression	pt
HP:0003680	trouble non progressif	pt
HP:0003681	Progression très lente	pt
HP:0003682	taux de progression variable	pt
HP:0003683	grand nez en bec d'oiseau	pt
HP:0003685	non progressive ou lentement progressive	pt
HP:0003686	faiblesse musculaire diffuse	pt
HP:0003687	Noyaux du cervelet	pt
HP:0003688	activité diminuée de la cytochrome-c oxydase dans le tissu musculaire	pt
HP:0003689	délétions multiples de l'ADN mitochondrial	pt
HP:0003690	faiblesse musculaire des membres	pt
HP:0003691	omoplate ailée	pt
HP:0003691	décollement de l'omoplate	uf
HP:0003693	Amyotrophie distale	pt
HP:0003694	faiblesse des muscles proximaux d'apparition tardive	pt
HP:0003696	Absence des épiphyses de la phalange distale de l'auriculaire	pt
HP:0003697	atrophie scapulo-péronéale	pt
HP:0003697	atrophie scapulo-péronière	uf
HP:0003698	dystasie	pt
HP:0003700	amyotrophie généralisée	pt
HP:0003701	Faiblesse des muscles proximaux	pt
HP:0003702	amyotrophie neurogénique	pt
HP:0003703	hypertrophie du mollet	pt
HP:0003704	faiblesse scapulopéronière	pt
HP:0003704	faiblesse scapulofibulaire	uf
HP:0003705	biopsie musculaire montrant des changements myopathiques non spécifiiques	pt
HP:0003707	pseudohypertrophie des muscles du mollet	pt
HP:0003708	biopsie positive à la mérosine	pt
